country_short,website,fax_stg,group,name,twitter,Vice-Chair/0,url,country,image,email,Member/0,Member/1,group_short,score,facebook,tel_stg,party,tel_bxl,id,Substitute/0,Substitute/1,fax_bxl,Substitute/2,Substitute/3,Member/2,Member/3,Substitute/4,Member/4,Chair/0,Member/5,Substitute/5,Vice-Chair/1,Member/6,Member/7,Member/8,Member/9,Member/10,fax_optout,Substitute/6
nl,,+33388179626,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Paul TANG,paultang,D-RS,http://www.europarl.europa.eu/meps/en/125020/PAUL_TANG_home.html,Netherlands,http://www.europarl.europa.eu/mepphoto/125020.jpg,paul.tang@europarl.europa.eu,BUDG,ECON,sd,0.5,,+33388175626,Partij van de Arbeid,+3222845626,125020,ITRE,D-US,+3222849626,,,TAXE,,,,,,,,,,,,,,
gb,http://www.charlestannock.com,+33388179870,European Conservatives and Reformists Group,Charles TANNOCK,CharlesTannock,,http://www.europarl.europa.eu/meps/en/4521/CHARLES_TANNOCK_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/4521.jpg,charles.tannock@europarl.europa.eu,AFET,DAND,ecr,0.1,http://www.facebook.com/pages/Charles-Tannock/139629296056413#!/ctannock,+33388175870,Conservative Party,+3222845870,4521,DROI,D-RS,+3222849870,,,DLAT,,,,,,,,,,,,,,
ro,,+33388179591,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Claudia TAPARDEL,,,http://www.europarl.europa.eu/meps/en/124793/CLAUDIA_TAPARDEL_home.html,Romania,http://www.europarl.europa.eu/mepphoto/124793.jpg,ana-claudia.tapardel@europarl.europa.eu,TRAN,AFCO,sd,0.3,,+33388175591,Partidul Social Democrat,+3222845591,124793,BUDG,D-MX,+3222849591,DLAT,,DSAS,,,,,,,,,,,,,,
be,http://www.tarabella.eu,+33388179444,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Marc TARABELLA,marctarabella,DASE,http://www.europarl.europa.eu/meps/en/29579/MARC_TARABELLA_home.html,Belgium,http://www.europarl.europa.eu/mepphoto/29579.jpg,marc.tarabella@europarl.europa.eu,AGRI,,sd,0.44999999999999996,http://www.facebook.com/pages/Marc-Tarabella/440244735250,+33388175444,Parti Socialiste,+3222845444,29579,IMCO,FEMM,+3222849444,DCAS,DEPA,,,,,,,,,,,,,,,
ee,http://www.tarand.ee,+33388179401,Group of the Greens/European Free Alliance,Indrek TARAND,indrektarand,,http://www.europarl.europa.eu/meps/en/97136/INDREK_TARAND_home.html,Estonia,http://www.europarl.europa.eu/mepphoto/97136.jpg,indrek.tarand@europarl.europa.eu,BUDG,DAND,greensefa,0.35,http://www.facebook.com/indrek.tarand.MEP,+33388175401,Sõltumatu,+3222845401,97136,ITRE,SEDE,+3222849401,,,DLAT,,,,,,,,,,,,,,
gb,http://www.keithtaylormep.org.uk/,+33388179153,Group of the Greens/European Free Alliance,Keith TAYLOR,GreenKeithMEP,,http://www.europarl.europa.eu/meps/en/102931/KEITH_TAYLOR_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/102931.jpg,keith.taylor@europarl.europa.eu,TRAN,,greensefa,0.15,,+33388175153,Green Party,+3222845153,102931,ENVI,DPLC,+3222849153,,,,,,,,,,,,,,,,,
cz,http://www.telicka.eu/,+33388179787,Group of the Alliance of Liberals and Democrats for Europe,Pavel TELIČKA,Telicka,,http://www.europarl.europa.eu/meps/en/124706/PAVEL_TELICKA_home.html,Czech Republic,http://www.europarl.europa.eu/mepphoto/124706.jpg,pavel.telicka@europarl.europa.eu,TRAN,D-IL,aldeadle,0.5,,+33388175787,ANO 2011,+3222845787,124706,ITRE,D-BY,+3222849787,DACP,DEPA,DMED,,,,,,,,,,,,,,
es,,+33388179748,Group of the Greens/European Free Alliance,Josep-Maria TERRICABRAS,jmterricabras,,http://www.europarl.europa.eu/meps/en/124932/JOSEP-MARIA_TERRICABRAS_home.html,Spain,http://www.europarl.europa.eu/mepphoto/124932.jpg,josep-maria.terricabras@europarl.europa.eu,AFCO,D-MX,greensefa,0.15,,+33388175748,Esquerra Republicana de Catalunya,+3222845748,124932,LIBE,PETI,+3222849748,D-MK,,DLAT,,,,,,,,,,,,,,
cy,http://www.elenitheocharous.com/,+33388179293,Group of the European People's Party (Christian Democrats),Eleni THEOCHAROUS,THEOCHAROUSE,,http://www.europarl.europa.eu/meps/en/25704/ELENI_THEOCHAROUS_home.html,Cyprus,http://www.europarl.europa.eu/mepphoto/25704.jpg,eleni.theocharous@europarl.europa.eu,AFET,PETI,epp,0.4,https://www.facebook.com/elenitheocharous,+33388175293,Democratic Rally,+3222845293,25704,DEVE,DACP,+3222849293,,,D-TR,,,,,,,,,,,,,,
de,http://michaeltheurer.de,+33388179572,Group of the Alliance of Liberals and Democrats for Europe,Michael THEURER,EUTheurer,,http://www.europarl.europa.eu/meps/en/96871/MICHAEL_THEURER_home.html,Germany,http://www.europarl.europa.eu/mepphoto/96871.jpg,michael.theurer@europarl.europa.eu,CONT,ECON,aldeadle,0.5,http://www.facebook.com/michael.theurer,+33388175572,Freie Demokratische Partei,+3222845572,96871,ITRE,D-IN,+3222849572,,,TAXE,,,,DANZ,,,,,,,,,,
fr,http://isabelle-thomas.fr,+33388179432,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Isabelle THOMAS,Isabel_thomasEU,,http://www.europarl.europa.eu/meps/en/114279/ISABELLE_THOMAS_home.html,France,http://www.europarl.europa.eu/mepphoto/114279.jpg,isabelle.thomas@europarl.europa.eu,BUDG,PECH,sd,0.3,,+33388175432,Parti socialiste,+3222845432,114279,DEEA,,+3222849432,,,DACP,,,,,,,,,,,,,,
pl,http://www.rozathun.pl,+33388179301,Group of the European People's Party (Christian Democrats),Róża Gräfin von THUN UND HOHENSTEIN,rozathun,,http://www.europarl.europa.eu/meps/en/96776/ROZA+GRAFIN+VON_THUN+UND+HOHENSTEIN_home.html,Poland,http://www.europarl.europa.eu/mepphoto/96776.jpg,roza.thun@europarl.europa.eu,IMCO,D-IL,epp,0.8,https://www.facebook.com/rozathun,+33388175301,Platforma Obywatelska,+3222845301,96776,LIBE,DPLC,+3222849301,,,DMED,,,,,,,,,,,,,,
it,http://www.patriziatoia.eu,+33388179127,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Patrizia TOIA,toiapatrizia,ITRE,http://www.europarl.europa.eu/meps/en/28340/PATRIZIA_TOIA_home.html,Italy,http://www.europarl.europa.eu/mepphoto/28340.jpg,patrizia.toia@europarl.europa.eu,D-BY,DEPA,sd,0.9,,+33388175127,Partito Democratico,+3222845127,28340,DEVE,,+3222849127,,,,,,,,,,,,,,,,,
hu,http://www.tokeslaszlo.eu/,+33388179801,Group of the European People's Party (Christian Democrats),László TŐKÉS,,DROI,http://www.europarl.europa.eu/meps/en/39726/LASZLO_TOKES_home.html,Hungary,http://www.europarl.europa.eu/mepphoto/39726.jpg,laszlo.tokes@europarl.europa.eu,AFET,DSEE,epp,0.4,https://hu-hu.facebook.com/pages/T%C5%91k%C3%A9s-L%C3%A1szl%C3%B3-Sajt%C3%B3irod%C3%A1ja/184919038213287,+33388175801,Fidesz-Magyar Polgári Szövetség-Keresztény Demokrata Néppárt,+3222845801,39726,PETI,D-JP,+3222849801,,,,,,,,,,,,,,,,,
lt,http://www.vtomasevski.lt,+33388179698,European Conservatives and Reformists Group,Valdemar TOMAŠEVSKI,,D-BY,http://www.europarl.europa.eu/meps/en/96697/VALDEMAR_TOMASEVSKI_home.html,Lithuania,http://www.europarl.europa.eu/mepphoto/96697.jpg,valdemar.tomasevski@europarl.europa.eu,LIBE,DEPA,ecr,0.1,https://www.facebook.com/home.php#!/VTomasevski,+33388175698,Lietuvos lenkų rinkimų akcija,+3222845698,96697,AGRI,,+3222849698,,,,,,,,,,,,,,,,,
hr,,+33388179636,European Conservatives and Reformists Group,Ruža TOMAŠIĆ,RuzaTomasic,,http://www.europarl.europa.eu/meps/en/119431/RUZA_TOMASIC_home.html,Croatia,http://www.europarl.europa.eu/mepphoto/119431.jpg,ruza.tomasic@europarl.europa.eu,REGI,PECH,ecr,0.1,,+33388175636,Hrvatska konzervativna stranka,+3222845636,119431,AFET,LIBE,+3222849636,DROI,,DSEE,,,,,,,,,,,,,,
si,,+33388179665,Group of the European People's Party (Christian Democrats),Romana TOMC,RomanaTomc,D-JP,http://www.europarl.europa.eu/meps/en/125104/ROMANA_TOMC_home.html,Slovenia,http://www.europarl.europa.eu/mepphoto/125104.jpg,romana.tomc@europarl.europa.eu,EMPL,,epp,0.4,https://www.facebook.com/romana.tomc,+33388175665,Slovenska demokratska stranka,+3222845665,125104,ECON,TAXE,+3222849665,DSEE,,,,,,,,,,,,,,,,
ee,,+33388179581,Group of the Alliance of Liberals and Democrats for Europe,Yana TOOM,,,http://www.europarl.europa.eu/meps/en/124700/YANA_TOOM_home.html,Estonia,http://www.europarl.europa.eu/mepphoto/124700.jpg,yana.toom@europarl.europa.eu,EMPL,CULT,aldeadle,0.3,,+33388175581,Eesti Keskerakond,+3222845581,124700,DMAG,DMED,+3222849581,,,PETI,D-RU,,,,,,,,,,,,,
dk,http://ullatoernaes.dk/,+33388179766,Group of the Alliance of Liberals and Democrats for Europe,Ulla TØRNÆS,,EMPL,http://www.europarl.europa.eu/meps/en/124880/ULLA_TORNAES_home.html,Denmark,http://www.europarl.europa.eu/mepphoto/124880.jpg,ulla.tornaes@europarl.europa.eu,DASE,,aldeadle,0.44999999999999996,,+33388175766,"Venstre, Danmarks Liberale Parti",+3222845766,124880,IMCO,D-US,+3222849766,,,,,,,,,,,,,,,,,
es,,+33388179202,Confederal Group of the European United Left - Nordic Green Left,Estefanía TORRES MARTÍNEZ,,,http://www.europarl.europa.eu/meps/en/131749/ESTEFANIA_TORRES+MARTINEZ_home.html,Spain,http://www.europarl.europa.eu/mepphoto/131749.jpg,estefania.torresmartinez@europarl.europa.eu,ENVI,D-MX,guengl,,,+33388175202,PODEMOS,+3222845202,131749,AGRI,D-RU,+3222849202,,,DLAT,,,,,,,,,,,,,,
fi,,+33388179585,Group of the Alliance of Liberals and Democrats for Europe,Nils TORVALDS,NilsTorvalds,,http://www.europarl.europa.eu/meps/en/114268/NILS_TORVALDS_home.html,Finland,http://www.europarl.europa.eu/mepphoto/114268.jpg,nils.torvalds@europarl.europa.eu,ENVI,DEEA,aldeadle,0.3,,+33388175585,Svenska folkpartiet,+3222845585,114268,BUDG,ECON,+3222849585,PECH,TAXE,D-BY,DEPA,D-RU,,,,,,,,,,,,
cz,http://www.tosenovsky.cz,+33388179717,European Conservatives and Reformists Group,Evžen TOŠENOVSKÝ,,,http://www.europarl.europa.eu/meps/en/96713/EVZEN_TOSENOVSKY_home.html,Czech Republic,http://www.europarl.europa.eu/mepphoto/96713.jpg,evzen.tosenovsky@europarl.europa.eu,ITRE,D-JP,ecr,0.6,,+33388175717,Občanská demokratická strana,+3222845717,96713,TRAN,DEEA,+3222849717,,,,,,,,,,,,,,,,,
de,,+33388179498,European Conservatives and Reformists Group,Ulrike TREBESIUS,,,http://www.europarl.europa.eu/meps/en/124829/ULRIKE_TREBESIUS_home.html,Germany,http://www.europarl.europa.eu/mepphoto/124829.jpg,ulrike.trebesius@europarl.europa.eu,EMPL,,ecr,0.25,,+33388175498,Alternative für Deutschland,+3222845498,124829,IMCO,,+3222849498,,,,,,,,,,,,,,,,,
es,http://www.tremosa.cat,+33388179580,Group of the Alliance of Liberals and Democrats for Europe,Ramon TREMOSA i BALCELLS,ramontremosa,,http://www.europarl.europa.eu/meps/en/97203/RAMON_TREMOSA+I+BALCELLS_home.html,Spain,http://www.europarl.europa.eu/mepphoto/97203.jpg,ramon.tremosa@europarl.europa.eu,ECON,D-US,aldeadle,0.3,https://www.facebook.com/tremosa?fref=ts,+33388175580,Convergència Democràtica de Catalunya,+3222845580,97203,INTA,TAXE,+3222849580,D-IL,DMED,,,,,,,,,,,,,,,
fr,,+33388179589,Non-attached Members,Mylène TROSZCZYNSKI,MyleneTroszczyn,,http://www.europarl.europa.eu/meps/en/124758/MYLENE_TROSZCZYNSKI_home.html,France,http://www.europarl.europa.eu/mepphoto/124758.jpg,mylene.troszczynski@europarl.europa.eu,IMCO,D-CL,ni,0.7,,+33388175589,Front national,+3222845589,124758,DEVE,DAND,+3222849589,DLAT,,,,,,,,,,,,,,,,
de,http://www.helga-truepel.de,+33388179140,Group of the Greens/European Free Alliance,Helga TRÜPEL,HelgaTruepel,CULT,http://www.europarl.europa.eu/meps/en/28240/HELGA_TRUPEL_home.html,Germany,http://www.europarl.europa.eu/mepphoto/28240.jpg,helga.truepel@europarl.europa.eu,D-CN,,greensefa,0.15,http://www.facebook.com/home.php#!/pages/Helga-Tr%C3%BCpel/32661055209,+33388175140,Bündnis 90/Die Grünen,+3222845140,28240,BUDG,D-US,+3222849140,,,,,,,,,,,,,,,,,
ro,,+33388179865,Group of the European People's Party (Christian Democrats),Mihai ŢURCANU,,,http://www.europarl.europa.eu/meps/en/131750/MIHAI_TURCANU_home.html,Romania,http://www.europarl.europa.eu/mepphoto/131750.jpg,,IMCO,D-CA,epp,,,+33388175865,Partidul Naţional Liberal,+3222845865,131750,ENVI,SEDE,+3222849865,DACP,,,,,,,,,,,,,,,,
lu,http://www.claudeturmes.lu,+33388179246,Group of the Greens/European Free Alliance,Claude TURMES,Claude_Turmes,,http://www.europarl.europa.eu/meps/en/4432/CLAUDE_TURMES_home.html,Luxembourg,http://www.europarl.europa.eu/mepphoto/4432.jpg,claude.turmes@europarl.europa.eu,ITRE,D-IN,greensefa,0.65,http://www.facebook.com/claude.turmes,+33388175246,Déi Gréng - Les Verts,+3222845246,4432,ENVI,D-US,+3222849246,,,,,,,,,,,,,,,,,
pl,,+33388179247,European Conservatives and Reformists Group,Kazimierz Michał UJAZDOWSKI,,AFCO,http://www.europarl.europa.eu/meps/en/23791/KAZIMIERZ+MICHAL_UJAZDOWSKI_home.html,Poland,http://www.europarl.europa.eu/mepphoto/23791.jpg,kazimierzmichal.ujazdowski@europarl.europa.eu,D-BY,DEPA,ecr,0.1,,+33388175247,Prawo i Sprawiedliwość,+3222845247,23791,LIBE,PETI,+3222849247,D-MD,,,,,,,,,,,,,,,,
hu,,+33388179649,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,István UJHELYI,,TRAN,http://www.europarl.europa.eu/meps/en/124705/ISTVAN_UJHELYI_home.html,Hungary,http://www.europarl.europa.eu/mepphoto/124705.jpg,istvan.ujhelyi@europarl.europa.eu,D-CN,,sd,0.3,,+33388175649,Magyar Szocialista Párt,+3222845649,124705,AFET,DCAM,+3222849649,,,,,,,,,,,,,,,,,
se,http://www.sap.se/marita,+33388179443,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Marita ULVSKOG,maritaulvskog,EMPL,http://www.europarl.europa.eu/meps/en/96672/MARITA_ULVSKOG_home.html,Sweden,http://www.europarl.europa.eu/mepphoto/96672.jpg,marita.ulvskog@europarl.europa.eu,,,sd,0.3,https://www.facebook.com/profile.php?id=1491451026,+33388175443,Arbetarepartiet- Socialdemokraterna,+3222845443,96672,INTA,D-US,+3222849443,,,,,,,,,,DPLC,,,,,,,
ro,,+33388179785,Group of the European People's Party (Christian Democrats),Traian UNGUREANU,TraianUngureanu,,http://www.europarl.europa.eu/meps/en/96835/TRAIAN_UNGUREANU_home.html,Romania,http://www.europarl.europa.eu/mepphoto/96835.jpg,traian.ungureanu@europarl.europa.eu,LIBE,DSCA,epp,0.4,https://www.facebook.com/traian.ung,+33388175785,Partidul Democrat-Liberal,+3222845785,96835,AFET,D-MD,+3222849785,,,DEPA,,,,,,,,,,,,,,
es,,,Confederal Group of the European United Left - Nordic Green Left,Miguel URBÁN CRESPO,,,http://www.europarl.europa.eu/meps/en/131507/MIGUEL_URBAN+CRESPO_home.html,Spain,http://www.europarl.europa.eu/mepphoto/131507.jpg,,ITRE,DMAG,guengl,0.65,,+33388175682,PODEMOS,+3222845682,131507,BUDG,ECON,,DPLC,,DMED,,,,,,,,,,,,,,
es,http://ernesturtasun.eu,+33388179798,Group of the Greens/European Free Alliance,Ernest URTASUN,ernesturtasun,DLAT,http://www.europarl.europa.eu/meps/en/124972/ERNEST_URTASUN_home.html,Spain,http://www.europarl.europa.eu/mepphoto/124972.jpg,ernest.urtasun@europarl.europa.eu,ECON,FEMM,greensefa,0.15,,+33388175798,Iniciativa per Catalunya Verds,+3222845798,124972,AFET,TAXE,+3222849798,,,DCAM,,,,,,,,,,,,,,
bg,http://www.urutchev.eu/bg/home,+33388179145,Group of the European People's Party (Christian Democrats),Vladimir URUTCHEV,,,http://www.europarl.europa.eu/meps/en/38601/VLADIMIR_URUTCHEV_home.html,Bulgaria,http://www.europarl.europa.eu/mepphoto/38601.jpg,vladimir.urutchev@europarl.europa.eu,ITRE,D-RU,epp,0.9,https://www.facebook.com/vladimir.urutchev,+33388175145,Citizens for European Development of Bulgaria,+3222845145,38601,AGRI,D-AL,+3222849145,,,,,,,,,,,,,,,,,
lt,,+33388179339,Group of the Alliance of Liberals and Democrats for Europe,Viktor USPASKICH,ViktorUspaskich,,http://www.europarl.europa.eu/meps/en/96698/VIKTOR_USPASKICH_home.html,Lithuania,http://www.europarl.europa.eu/mepphoto/96698.jpg,viktor.uspaskich@europarl.europa.eu,REGI,DCAS,aldeadle,0.3,https://www.facebook.com/home.php#!/profile.php?id=1310804434,+33388175339,Darbo partija,+3222845339,96698,JURI,D-RU,+3222849339,,,,,,,,,,,,,,,,,
lv,http://www.inese-vaidere.lv/,+33388179424,Group of the European People's Party (Christian Democrats),Inese VAIDERE,inesevaidere,,http://www.europarl.europa.eu/meps/en/28617/INESE_VAIDERE_home.html,Latvia,http://www.europarl.europa.eu/mepphoto/28617.jpg,inese.vaidere@europarl.europa.eu,BUDG,DACP,epp,0.55, https://www.facebook.com/pages/Inese-Vaidere/133439886696962,+33388175424,"Partija ""VIENOTĪBA""",+3222845424,28617,IMCO,DCAS,+3222849424,DLAT,,,,,,,,,,,,,,,,
si,,+33388179620,Group of the Alliance of Liberals and Democrats for Europe,Ivo VAJGL,ivajgl,,http://www.europarl.europa.eu/meps/en/97019/IVO_VAJGL_home.html,Slovenia,http://www.europarl.europa.eu/mepphoto/97019.jpg,ivo.vajgl@europarl.europa.eu,AFET,D-RS,aldeadle,0.3,http://www.facebook.com/ivo.vajgl,+33388175620,DeSUS - Demokratična Stranka Upokojencev Slovenije,+3222845620,97019,EMPL,DPLC,+3222849620,DMAS,DMED,,,,,,,,,,,,,,,
es,,+33388179815,Group of the European People's Party (Christian Democrats),Ramón Luis VALCÁRCEL,,,http://www.europarl.europa.eu/meps/en/125032/RAMON+LUIS_VALCARCEL_home.html,Spain,http://www.europarl.europa.eu/mepphoto/125032.jpg,ramonluis.valcarcel@europarl.europa.eu,REGI,DMAS,epp,0.4,https://www.facebook.com/pages/Ram%C3%B3n-Luis-Valc%C3%A1rcel/178843832177436?fref=ts&rf=118208014936245,+33388175815,Partido Popular,+3222845815,125032,AGRI,DPLC,+3222849815,,,DMED,,,,,,,,,,,,,,
ro,http://www.valean.eu/,+33388179861,Group of the European People's Party (Christian Democrats),Adina-Ioana VĂLEAN,AdinaValean,,http://www.europarl.europa.eu/meps/en/37324/ADINA-IOANA_VALEAN_home.html,Romania,http://www.europarl.europa.eu/mepphoto/37324.jpg,adinaioana.valean@europarl.europa.eu,ITRE,D-US,epp,0.9,https://www.facebook.com/AdinaValeanMEP,+33388175861,Partidul Naţional Liberal,+3222845861,37324,INTA,DEEA,+3222849861,,,,,,,,,,,,,,,,,
es,http://www.psoe-pe.org,+33388179846,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Elena VALENCIANO,ElenaValenciano,,http://www.europarl.europa.eu/meps/en/4334/ELENA_VALENCIANO_home.html,Spain,http://www.europarl.europa.eu/mepphoto/4334.jpg,elena.valenciano@europarl.europa.eu,AFET,DMAG,sd,0.3,,+33388175846,Partido Socialista Obrero Español,+3222845846,4334,PETI,DACP,+3222849846,,,DMED,,,,DROI,,,,,,,,,,
se,,+33388179768,Group of the Greens/European Free Alliance,Bodil CEBALLOS,BodilCeballos,,http://www.europarl.europa.eu/meps/en/124993/BODIL_CEBALLOS_home.html,Sweden,http://www.europarl.europa.eu/mepphoto/124993.jpg,bodil.ceballos@europarl.europa.eu,LIBE,PETI,greensefa,0.15,https://www.facebook.com/bodil.ceballos,+33388175768,Miljöpartiet de gröna,+3222845768,124993,AFET,DCAM,+3222849768,DLAT,,SEDE,DACP,,,,,,,,,,,,,
it,,+33388179396,Europe of Freedom and Direct Democracy Group,Marco VALLI,MarcoValliM5S,,http://www.europarl.europa.eu/meps/en/124778/MARCO_VALLI_home.html,Italy,http://www.europarl.europa.eu/mepphoto/124778.jpg,marco.valli@europarl.europa.eu,BUDG,CONT,efd,0.35,,+33388175396,Movimento 5 Stelle,+3222845396,124778,TAXE,D-US,+3222849396,,,ECON,D-CN,,DSAS,,,,,,,,,,,
es,,+33388179692,Confederal Group of the European United Left - Nordic Green Left,Ángela VALLINA,AngelaVallina,,http://www.europarl.europa.eu/meps/en/125050/ANGELA_VALLINA_home.html,Spain,http://www.europarl.europa.eu/mepphoto/125050.jpg,angela.vallina@europarl.europa.eu,REGI,FEMM,guengl,0.15,,+33388175692,Izquierda Unida,+3222845692,125050,PETI,DPLC,+3222849692,,,,,,,,,,,,,,,,,
at,,+33388179703,Group of the Greens/European Free Alliance,Monika VANA,MonikaVana,,http://www.europarl.europa.eu/meps/en/124934/MONIKA_VANA_home.html,Austria,http://www.europarl.europa.eu/mepphoto/124934.jpg,monika.vana@europarl.europa.eu,BUDG,REGI,greensefa,0.15,,+33388175703,Die Grünen - Die Grüne Alternative,+3222845703,124934,EMPL,FEMM,+3222849703,D-ZA,,DANZ,,,,,,,,,,,,,,
be,,+33388179108,European Conservatives and Reformists Group,Anneleen VAN BOSSUYT,,,http://www.europarl.europa.eu/meps/en/117491/ANNELEEN_VAN+BOSSUYT_home.html,Belgium,http://www.europarl.europa.eu/mepphoto/117491.jpg,anneleen.vanbossuyt@europarl.europa.eu,IMCO,D-US,ecr,0.5,,+33388175108,Nieuw-Vlaamse Alliantie,+3222845108,117491,ITRE,D-RU,+3222849108,,,,,,,,,,,,,,,,,
be,,+33388179447,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Kathleen VAN BREMPT,kvanbrempt,,http://www.europarl.europa.eu/meps/en/5729/KATHLEEN_VAN+BREMPT_home.html,Belgium,http://www.europarl.europa.eu/mepphoto/5729.jpg,kathleen.vanbrempt@europarl.europa.eu,ITRE,D-CA,sd,0.8,http://www.facebook.com/pages/Kathleen-Van-Brempt/149490498430244,+33388175447,Socialistische Partij.Anders,+3222845447,5729,DEVE,DARP,+3222849447,,,,,,,,,,,,,,,,,
be,http://www.eutom.eu/,+33388179918,Group of the European People's Party (Christian Democrats),Tom VANDENKENDELAERE,,,http://www.europarl.europa.eu/meps/en/129164/TOM_VANDENKENDELAERE_home.html,Belgium,http://www.europarl.europa.eu/mepphoto/129164.jpg,tom.vandenkendelaere@europarl.europa.eu,ECON,D-CN,epp,0.4,,+33388175918,Christen-Democratisch & Vlaams,+3222845918,129164,EMPL,ENVI,+3222849918,TAXE,DAND,DLAT,,,,,,,,,,,,,,
gb,,+33388179332,European Conservatives and Reformists Group,Geoffrey VAN ORDEN,,,http://www.europarl.europa.eu/meps/en/4513/GEOFFREY_VAN+ORDEN_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/4513.jpg,geoffrey.vanorden@europarl.europa.eu,AFET,SEDE,ecr,0.1,,+33388175332,Conservative Party,+3222845332,4513,EMPL,D-TR,+3222849332,DNAT,,,,,,D-IN,,,,,,,,,,
gb,,+33388179419,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Derek VAUGHAN,derekvaughan,CONT,http://www.europarl.europa.eu/meps/en/96918/DEREK_VAUGHAN_home.html,United Kingdom,http://www.europarl.europa.eu/mepphoto/96918.jpg,derek.vaughan@europarl.europa.eu,REGI,DANZ,sd,0.3,http://www.facebook.com/derekvaughanmep,+33388175419,Labour Party,+3222845419,96918,BUDG,D-IN,+3222849419,DACP,,,,,,,,,,,,,,,,
be,http://www.hildevautmans.be/,+33388179661,Group of the Alliance of Liberals and Democrats for Europe,Hilde VAUTMANS,,,http://www.europarl.europa.eu/meps/en/130100/HILDE_VAUTMANS_home.html,Belgium,http://www.europarl.europa.eu/mepphoto/130100.jpg,hilde.vautmans@europarl.europa.eu,AFET,SEDE,aldeadle,0.3,,+33388175661,Open Vlaamse Liberalen en Democraten,+3222845661,130100,DACP,,+3222849661,,,DNAT,,,,,,,,,,,,,,
fi,http://www.vayrynen.com,+33388179133,Group of the Alliance of Liberals and Democrats for Europe,Paavo VÄYRYNEN,kokokansanpaavo,DEVE,http://www.europarl.europa.eu/meps/en/2128/PAAVO_VAYRYNEN_home.html,Finland,http://www.europarl.europa.eu/mepphoto/2128.jpg,paavo.vayrynen@europarl.europa.eu,D-RU,,aldeadle,0.3,,+33388175133,Suomen Keskusta,+3222845133,2128,AFET,,+3222849133,,,,,,,,,,,,,,,,,
fr,http://www.eurocitoyenne.fr/,+33388179831,Confederal Group of the European United Left - Nordic Green Left,Marie-Christine VERGIAT,MCVergiat,,http://www.europarl.europa.eu/meps/en/96858/MARIE-CHRISTINE_VERGIAT_home.html,France,http://www.europarl.europa.eu/mepphoto/96858.jpg,marie-christine.vergiat@europarl.europa.eu,LIBE,DROI,guengl,0.15,http://www.facebook.com/pages/Marie-Christine-Vergiat-D%C3%A9put%C3%A9e-europ%C3%A9enne-Front-de-gauche/197597963585193,+33388175831,Front de Gauche,+3222845831,96858,AFET,DMAG,+3222849831,,,DPAP,,,,,,,,,,,,,,
de,http://www.sabine-verheyen.de/,+33388179299,Group of the European People's Party (Christian Democrats),Sabine VERHEYEN,sabineverheyen,D-ZA,http://www.europarl.europa.eu/meps/en/96756/SABINE_VERHEYEN_home.html,Germany,http://www.europarl.europa.eu/mepphoto/96756.jpg,sabine.verheyen@europarl.europa.eu,CULT,,epp,0.55,https://de-de.facebook.com/mdep.ac,+33388175299,Christlich Demokratische Union Deutschlands,+3222845299,96756,IMCO,D-CL,+3222849299,DLAT,,,,,,,,,,,,,,,,
be,,+33388179566,Group of the Alliance of Liberals and Democrats for Europe,Guy VERHOFSTADT,GuyVerhofstadt,,http://www.europarl.europa.eu/meps/en/97058/GUY_VERHOFSTADT_home.html,Belgium,http://www.europarl.europa.eu/mepphoto/97058.jpg,guy.verhofstadt@europarl.europa.eu,AFCO,,aldeadle,0.3,http://www.facebook.com/fanpageguyverhofstadt,+33388175566,Open Vlaamse Liberalen en Democraten,+3222845566,97058,,,+3222849566,,,,,,,,,,,,,,,,,
pt,,+33388179344,Confederal Group of the European United Left - Nordic Green Left,Miguel VIEGAS,,,http://www.europarl.europa.eu/meps/en/125100/MIGUEL_VIEGAS_home.html,Portugal,http://www.europarl.europa.eu/mepphoto/125100.jpg,miguel.viegas@europarl.europa.eu,ECON,TAXE,guengl,0.15,,+33388175344,Partido Comunista Português,+3222845344,125100,AGRI,DMAS,+3222849344,,,DMED,,,,,,,,,,,,,,
at,,+33388179324,Non-attached Members,Harald VILIMSKY,vilimsky,,http://www.europarl.europa.eu/meps/en/125001/HARALD_VILIMSKY_home.html,Austria,http://www.europarl.europa.eu/mepphoto/125001.jpg,harald.vilimsky@europarl.europa.eu,LIBE,D-UA,ni,0.3,,+33388175324,Freiheitliche Partei Österreichs,+3222845324,125001,AFET,,+3222849324,,,DEPA,,,,,,,,,,,,,,
